"iid","gender","wave","match","dec_o","age","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","dec","attr","sinc","intel","fun","amb","shar","prob"
403,1,15,0,0,22,6,20,25,20,15,5,15,1,5,7,6,6,NA,NA,5
403,1,15,0,0,22,6,20,25,20,15,5,15,1,7,6,6,7,5,4,5
403,1,15,0,0,22,6,20,25,20,15,5,15,1,5,6,6,5,NA,NA,4
403,1,15,0,0,22,6,20,25,20,15,5,15,1,6,6,7,7,NA,NA,6
403,1,15,0,0,22,6,20,25,20,15,5,15,1,9,NA,6,NA,NA,NA,5
403,1,15,0,0,22,6,20,25,20,15,5,15,0,7,4,5,NA,NA,NA,2
403,1,15,0,0,22,6,20,25,20,15,5,15,1,8,7,5,7,5,2,5
403,1,15,0,1,22,6,20,25,20,15,5,15,0,3,3,4,2,NA,NA,2
403,1,15,0,0,22,6,20,25,20,15,5,15,0,5,6,6,NA,NA,NA,3
403,1,15,0,0,22,6,20,25,20,15,5,15,0,5,7,7,4,4,2,2
403,1,15,1,1,22,6,20,25,20,15,5,15,1,5,7,7,4,7,NA,5
403,1,15,0,0,22,6,20,25,20,15,5,15,0,4,7,6,4,4,NA,4
403,1,15,0,0,22,6,20,25,20,15,5,15,1,6,7,6,NA,7,NA,5
403,1,15,0,0,22,6,20,25,20,15,5,15,1,5,6,6,7,5,3,6
404,1,15,0,0,23,7,25,14,25,25,3,8,1,6,5,7,5,5,NA,3
404,1,15,0,1,23,7,25,14,25,25,3,8,0,5,5,6,5,6,5,4
404,1,15,0,0,23,7,25,14,25,25,3,8,1,7,6,5,4,5,NA,4
404,1,15,1,1,23,7,25,14,25,25,3,8,1,7,7,7,5,5,5,4
404,1,15,1,1,23,7,25,14,25,25,3,8,1,8,7,6,5,6,NA,9
404,1,15,1,1,23,7,25,14,25,25,3,8,1,9,7,7,8,7,NA,7
404,1,15,1,1,23,7,25,14,25,25,3,8,1,7,6,7,7,NA,NA,6
404,1,15,0,0,23,7,25,14,25,25,3,8,0,5,7,8,5,5,NA,5
404,1,15,1,1,23,7,25,14,25,25,3,8,1,8,8,8,8,8,NA,6
404,1,15,0,0,23,7,25,14,25,25,3,8,1,9,7,8,8,7,NA,6
404,1,15,1,1,23,7,25,14,25,25,3,8,1,8,6,8,8,8,7,8
404,1,15,1,1,23,7,25,14,25,25,3,8,1,2,9,7,6,6,1,9
404,1,15,0,0,23,7,25,14,25,25,3,8,1,8,7,7,7,7,NA,6
404,1,15,1,1,23,7,25,14,25,25,3,8,1,7,7,7,8,NA,NA,5
404,1,15,0,0,23,7,25,14,25,25,3,8,0,3,7,7,6,6,NA,4
404,1,15,1,1,23,7,25,14,25,25,3,8,1,6,7,7,6,5,NA,7
404,1,15,0,0,23,7,25,14,25,25,3,8,0,6,6,8,5,6,NA,4
404,1,15,0,1,23,7,25,14,25,25,3,8,0,5,7,7,4,5,NA,4
405,1,15,0,1,30,6,30,25,20,15,5,5,0,6,10,10,7,10,2,2
405,1,15,0,1,30,6,30,25,20,15,5,5,0,5,10,10,10,10,10,5
405,1,15,0,0,30,6,30,25,20,15,5,5,0,7,10,10,10,9,9,5
405,1,15,0,0,30,6,30,25,20,15,5,5,0,NA,NA,NA,NA,NA,NA,NA
405,1,15,0,0,30,6,30,25,20,15,5,5,0,7,10,9,9,NA,2,5
405,1,15,0,0,30,6,30,25,20,15,5,5,0,6,10,10,10,10,9,5
405,1,15,0,0,30,6,30,25,20,15,5,5,0,8,9,9,9,9,8,4
405,1,15,0,0,30,6,30,25,20,15,5,5,0,5,9,9,9,9,9,2
405,1,15,0,0,30,6,30,25,20,15,5,5,1,9,9,9,9,9,6,5
405,1,15,0,0,30,6,30,25,20,15,5,5,0,8,9,9,9,9,2,3
405,1,15,0,0,30,6,30,25,20,15,5,5,1,8,9,10,10,10,5,NA
405,1,15,0,1,30,6,30,25,20,15,5,5,0,3,8,10,5,9,0,5
405,1,15,0,0,30,6,30,25,20,15,5,5,1,7,7,10,10,7,3,5
405,1,15,0,0,30,6,30,25,20,15,5,5,1,7,10,10,10,10,10,5
405,1,15,0,1,30,6,30,25,20,15,5,5,0,5,10,10,10,10,10,5
405,1,15,0,0,30,6,30,25,20,15,5,5,0,6,10,10,10,9,9,5
405,1,15,0,0,30,6,30,25,20,15,5,5,0,5,10,10,9,9,NA,6
405,1,15,0,1,30,6,30,25,20,15,5,5,0,NA,NA,NA,NA,NA,NA,NA
406,1,15,0,0,27,6,20,20,20,20,20,0,1,5,6,6,6,8,8,6
406,1,15,1,1,27,6,20,20,20,20,20,0,1,7,7,7,7,5,5,6
406,1,15,0,0,27,6,20,20,20,20,20,0,0,7,6,6,6,5,7,5
406,1,15,1,1,27,6,20,20,20,20,20,0,1,7,8,7,8,6,7,5
406,1,15,0,0,27,6,20,20,20,20,20,0,1,6,7,8,8,8,8,8
406,1,15,0,0,27,6,20,20,20,20,20,0,1,7,7,8,8,6,7.5,5
406,1,15,1,1,27,6,20,20,20,20,20,0,1,8,8,6,8,8,8,2
406,1,15,0,0,27,6,20,20,20,20,20,0,1,7,9,6,10,7,8,3
406,1,15,0,0,27,6,20,20,20,20,20,0,1,8,8,8,8,8,8,3
406,1,15,0,0,27,6,20,20,20,20,20,0,1,7,7,7,8,7,7,7
406,1,15,0,0,27,6,20,20,20,20,20,0,1,6,6,7,9,7,3,5
406,1,15,0,1,27,6,20,20,20,20,20,0,0,2,4,4,5,4,4,6
406,1,15,0,0,27,6,20,20,20,20,20,0,1,8,8,8,8,8,8,2
406,1,15,0,0,27,6,20,20,20,20,20,0,1,7,8,7,8,7,8,4
406,1,15,1,1,27,6,20,20,20,20,20,0,1,5,7,6,6,4,7,5
406,1,15,0,0,27,6,20,20,20,20,20,0,0,4,2,3,3,1,0,0
406,1,15,1,1,27,6,20,20,20,20,20,0,1,8,8,8,8,8,8,2
406,1,15,0,0,27,6,20,20,20,20,20,0,0,5,6,5,5,5,3,5
407,1,15,0,1,24,5,30,15,15,15,15,10,0,7,6,7,6,9,8,5
407,1,15,0,1,24,5,30,15,15,15,15,10,0,6,7,7,6,7,10,5
407,1,15,0,1,24,5,30,15,15,15,15,10,0,10,10,10,10,10,10,5
407,1,15,0,1,24,5,30,15,15,15,15,10,0,10,10,10,10,10,10,10
407,1,15,0,1,24,5,30,15,15,15,15,10,0,6,8,8,7,6,4,7
407,1,15,1,1,24,5,30,15,15,15,15,10,1,7,7,8,9,6,7,6
407,1,15,0,1,24,5,30,15,15,15,15,10,0,7,7,6,8,7,5,7
407,1,15,0,1,24,5,30,15,15,15,15,10,0,7,9,9,7,9,4,7
407,1,15,1,1,24,5,30,15,15,15,15,10,1,8,8,8,8,7,6,7
407,1,15,0,0,24,5,30,15,15,15,15,10,1,8,7,6,8,7,6,6
407,1,15,0,0,24,5,30,15,15,15,15,10,0,6,7,8,8,6,4,6
407,1,15,0,1,24,5,30,15,15,15,15,10,0,6,8,10,7,9,3,5
407,1,15,0,0,24,5,30,15,15,15,15,10,0,6,7,6,6,7,8,6
407,1,15,0,0,24,5,30,15,15,15,15,10,1,7,6,7,6,8,9,7
407,1,15,0,1,24,5,30,15,15,15,15,10,0,6,8,8,7,7,8,6
407,1,15,0,0,24,5,30,15,15,15,15,10,0,6,8,8,7,7,9,6
407,1,15,0,1,24,5,30,15,15,15,15,10,0,6,7,8,7,7,7,5
407,1,15,0,1,24,5,30,15,15,15,15,10,0,6,6,7,3,7,8,6
408,1,15,0,0,24,6,20,10,20,20,10,20,1,7,6,8,7,7,6,8
408,1,15,0,1,24,6,20,10,20,20,10,20,0,8,9,9,9,8,7,2
408,1,15,0,0,24,6,20,10,20,20,10,20,1,7,8,8,8,8,7,7
408,1,15,1,1,24,6,20,10,20,20,10,20,1,8,7,7,8,6,6,9
408,1,15,0,0,24,6,20,10,20,20,10,20,0,4,8,4,6,6,6,10
408,1,15,0,0,24,6,20,10,20,20,10,20,1,6,8,8,8,8,7,10
408,1,15,1,1,24,6,20,10,20,20,10,20,1,7,8,7,7,6,NA,8
408,1,15,0,1,24,6,20,10,20,20,10,20,0,6,8,9,8,8,6,6
408,1,15,1,1,24,6,20,10,20,20,10,20,1,9,8,8,10,9,NA,8
408,1,15,0,0,24,6,20,10,20,20,10,20,0,5,5,5,5,5,NA,5
408,1,15,1,1,24,6,20,10,20,20,10,20,1,7,7,8,8,7,8,8
408,1,15,0,1,24,6,20,10,20,20,10,20,0,3,2,2.5,3,3,0,3
408,1,15,0,0,24,6,20,10,20,20,10,20,0,6,7,8,8,7,7,8
408,1,15,0,0,24,6,20,10,20,20,10,20,0,4,6,6,8,7,7,9
408,1,15,0,1,24,6,20,10,20,20,10,20,0,6,7,8,7,9,8,3
408,1,15,0,0,24,6,20,10,20,20,10,20,0,5,5,9,8,7,5,5
408,1,15,0,0,24,6,20,10,20,20,10,20,0,4,3,2,2,2,2,0
408,1,15,1,1,24,6,20,10,20,20,10,20,1,5,8,9,8,8,7,8
409,1,15,0,0,23,7,20,15,20,20,10,15,0,6,6,8,5,9,4,5
409,1,15,1,1,23,7,20,15,20,20,10,15,1,7,9,9,8,7,5,6
409,1,15,1,1,23,7,20,15,20,20,10,15,1,7,7,7,7,7,8,6
409,1,15,0,1,23,7,20,15,20,20,10,15,0,3,6,7,4,7,2,4
409,1,15,0,0,23,7,20,15,20,20,10,15,0,5,6,6,5,6,3,4
409,1,15,1,1,23,7,20,15,20,20,10,15,1,7,9,8,8,7,6,7
409,1,15,1,1,23,7,20,15,20,20,10,15,1,8,8,8,7,7,8,7
409,1,15,0,0,23,7,20,15,20,20,10,15,0,5,7,7,6,5,4,5
409,1,15,0,1,23,7,20,15,20,20,10,15,0,7,6,7,6,6,5,5
409,1,15,0,0,23,7,20,15,20,20,10,15,0,7,6,7,5,5,6,5
409,1,15,1,1,23,7,20,15,20,20,10,15,1,6,8,9,8,8,6,6
409,1,15,0,1,23,7,20,15,20,20,10,15,0,NA,NA,NA,NA,NA,NA,NA
409,1,15,0,0,23,7,20,15,20,20,10,15,0,7,8,8,7,6,7,6
409,1,15,0,1,23,7,20,15,20,20,10,15,0,6,8,8,6,8,8,6
409,1,15,0,1,23,7,20,15,20,20,10,15,0,4,8,8,6,7,3,5
409,1,15,0,0,23,7,20,15,20,20,10,15,0,6,9,9,7,8,4,5
409,1,15,0,1,23,7,20,15,20,20,10,15,0,7,6,7,6,5,5,6
409,1,15,0,0,23,7,20,15,20,20,10,15,0,7,8,7,7,7,8,6
410,1,15,0,0,27,5,20,20,20,20,10,10,1,7,7,10,9,10,5,6
410,1,15,0,1,27,5,20,20,20,20,10,10,0,6,10,10,5,8,5,5
410,1,15,0,1,27,5,20,20,20,20,10,10,0,4,3,5,8,8,2,5
410,1,15,0,1,27,5,20,20,20,20,10,10,0,7,5,6,2,10,3,5
410,1,15,0,0,27,5,20,20,20,20,10,10,0,6,10,4,5,6,4,4
410,1,15,0,1,27,5,20,20,20,20,10,10,0,5,4,4,4,5,10,5
410,1,15,1,1,27,5,20,20,20,20,10,10,1,9,10,5,7,3,5,8
410,1,15,0,1,27,5,20,20,20,20,10,10,0,5,10,4,3,3,2,5
410,1,15,0,0,27,5,20,20,20,20,10,10,0,7,5,5,8,2,4,5
410,1,15,0,0,27,5,20,20,20,20,10,10,0,5,2,3,4,5,1,1
410,1,15,1,1,27,5,20,20,20,20,10,10,1,7,5,8,4,10,5,8
410,1,15,0,1,27,5,20,20,20,20,10,10,0,2,1,3,5,10,1,10
410,1,15,1,1,27,5,20,20,20,20,10,10,1,7,8,8,4,5,8,3
410,1,15,0,1,27,5,20,20,20,20,10,10,0,5,10,5,6,6,5,5
410,1,15,0,0,27,5,20,20,20,20,10,10,0,5,9,8,2,5,2,6
410,1,15,0,1,27,5,20,20,20,20,10,10,0,5,10,7,3,5,2,5
410,1,15,0,1,27,5,20,20,20,20,10,10,0,4,6,8,3,6,2,1
410,1,15,0,1,27,5,20,20,20,20,10,10,0,3,4,3,2,3,1,4
411,1,15,0,1,34,3,35,15,15,25,10,0,0,7,10,9,8,8,7,7
411,1,15,0,1,34,3,35,15,15,25,10,0,0,7,9,10,5,9,5,4
411,1,15,0,0,34,3,35,15,15,25,10,0,0,6,7,6,2,5,5,4
411,1,15,0,0,34,3,35,15,15,25,10,0,1,7,10,7,7,5,5,7
411,1,15,0,0,34,3,35,15,15,25,10,0,1,7,7,6,6,6,5,5
411,1,15,0,1,34,3,35,15,15,25,10,0,0,8,9,7,10,5,5,7
411,1,15,0,1,34,3,35,15,15,25,10,0,0,8,10,7,6,5,5,8
411,1,15,0,1,34,3,35,15,15,25,10,0,0,5,10,8,7,6,10,7
411,1,15,1,1,34,3,35,15,15,25,10,0,1,10,10,8,10,6,5,6
411,1,15,0,0,34,3,35,15,15,25,10,0,0,8,5,6,6,7,1,4
411,1,15,0,0,34,3,35,15,15,25,10,0,1,10,10,9,8,7,5,7
411,1,15,0,1,34,3,35,15,15,25,10,0,0,4,7,7,9,4,5,8
411,1,15,0,0,34,3,35,15,15,25,10,0,0,6,7,8,6,6,5,6
411,1,15,0,0,34,3,35,15,15,25,10,0,0,5,10,8,10,7,5,8
411,1,15,0,1,34,3,35,15,15,25,10,0,0,5,10,7,7,4,5,8
411,1,15,0,0,34,3,35,15,15,25,10,0,0,6,9,8,7,4,5,7
411,1,15,0,0,34,3,35,15,15,25,10,0,0,8,10,10,8,9,5,4
411,1,15,0,1,34,3,35,15,15,25,10,0,0,4,9,8,7,9,5,7
412,1,15,0,0,27,4,75,5,5,5,5,5,0,7,8,9,8,7,8,6
412,1,15,0,0,27,4,75,5,5,5,5,5,1,8,7,8,8,8,7,6
412,1,15,0,0,27,4,75,5,5,5,5,5,1,7,8,8,7,6,6,5
412,1,15,0,0,27,4,75,5,5,5,5,5,0,6,8,8,8,7,7,5
412,1,15,1,1,27,4,75,5,5,5,5,5,1,8,9,9,8,8,8,7
412,1,15,1,1,27,4,75,5,5,5,5,5,1,8,8,8,7,8,8,8
412,1,15,0,0,27,4,75,5,5,5,5,5,0,7,8,8,7,7,6,6
412,1,15,1,1,27,4,75,5,5,5,5,5,1,8,8,8,9,8,7,7
412,1,15,1,1,27,4,75,5,5,5,5,5,1,9,8,7,9,9,8,8
412,1,15,0,0,27,4,75,5,5,5,5,5,0,7,6,5,8,8,8,7
412,1,15,0,0,27,4,75,5,5,5,5,5,1,8,8,9,9,8,7,4
412,1,15,0,1,27,4,75,5,5,5,5,5,0,7,6,7,7,8,9,7
412,1,15,0,0,27,4,75,5,5,5,5,5,1,8,8,8,9,10,10,8
412,1,15,0,0,27,4,75,5,5,5,5,5,1,8,8,8,8,8,8,8
412,1,15,0,0,27,4,75,5,5,5,5,5,0,5,8,9,8,8,6,7
412,1,15,0,0,27,4,75,5,5,5,5,5,0,7,6,6,6,6,6,6
412,1,15,0,0,27,4,75,5,5,5,5,5,0,7,8,8,9,8,5,5
412,1,15,0,1,27,4,75,5,5,5,5,5,0,6,8,8,7,8,7,7
413,1,15,0,0,26,8,10,10,30,30,5,15,0,7,7,7,6,8,7,5
413,1,15,0,1,26,8,10,10,30,30,5,15,0,5,7,6,5,5,6,5
413,1,15,0,1,26,8,10,10,30,30,5,15,0,6,6,6,6,6,6,3
413,1,15,0,1,26,8,10,10,30,30,5,15,0,7,6,6,5,6,5,4
413,1,15,0,1,26,8,10,10,30,30,5,15,0,7,7,6,6,6,7,7
413,1,15,0,0,26,8,10,10,30,30,5,15,0,8,8,7,8,8,7,7
413,1,15,0,1,26,8,10,10,30,30,5,15,0,8,8,7,7,6,6,7
413,1,15,0,1,26,8,10,10,30,30,5,15,0,6,8,8,7,7,7,7
413,1,15,0,0,26,8,10,10,30,30,5,15,0,9,8,7,7,6,7,7
413,1,15,0,0,26,8,10,10,30,30,5,15,0,7,7,6,6,6,6,5
413,1,15,1,1,26,8,10,10,30,30,5,15,1,9,8,6,7,6,7,7
413,1,15,0,1,26,8,10,10,30,30,5,15,0,5,6,7,5,6,6,6
413,1,15,0,0,26,8,10,10,30,30,5,15,0,7,6,7,7,6,6,5
413,1,15,0,1,26,8,10,10,30,30,5,15,0,7,7,7,6,7,6,6
413,1,15,0,0,26,8,10,10,30,30,5,15,0,6,8,6,6,6,5,7
413,1,15,0,0,26,8,10,10,30,30,5,15,0,6,8,7,6,6,6,5
413,1,15,0,1,26,8,10,10,30,30,5,15,0,6,7,6,6,6,6,5
413,1,15,0,1,26,8,10,10,30,30,5,15,0,6,7,6,6,6,5,5
414,1,15,0,0,29,5,95,1,1,1,1,1,1,10,10,9,4,9,7,NA
414,1,15,0,0,29,5,95,1,1,1,1,1,1,10,10,10,9,9,5,0
414,1,15,1,1,29,5,95,1,1,1,1,1,1,10,9,9,9,9,6,4
414,1,15,1,1,29,5,95,1,1,1,1,1,1,10,10,10,8,9,4,2
414,1,15,0,0,29,5,95,1,1,1,1,1,1,10,10,10,9,9,5,5
414,1,15,1,1,29,5,95,1,1,1,1,1,1,10,10,10,10,10,8,NA
414,1,15,1,1,29,5,95,1,1,1,1,1,1,10,10,10,10,10,5,5
414,1,15,0,0,29,5,95,1,1,1,1,1,1,10,10,10,10,10,5,5
414,1,15,1,1,29,5,95,1,1,1,1,1,1,10,10,10,5,8,5,5
414,1,15,0,0,29,5,95,1,1,1,1,1,1,10,10,10,10,10,8,5
414,1,15,0,0,29,5,95,1,1,1,1,1,1,10,10,10,10,10,5,5
414,1,15,1,1,29,5,95,1,1,1,1,1,1,6,6,5,4,3,0,0
414,1,15,0,0,29,5,95,1,1,1,1,1,1,8,6,7,6,7,5,2
414,1,15,0,0,29,5,95,1,1,1,1,1,1,10,10,10,9,10,5,5
414,1,15,1,1,29,5,95,1,1,1,1,1,1,10,10,10,7,7,6,4
414,1,15,0,0,29,5,95,1,1,1,1,1,1,7,8,6,5,6,1,2
414,1,15,0,0,29,5,95,1,1,1,1,1,1,7,8,8,7,8,6,1
414,1,15,1,1,29,5,95,1,1,1,1,1,1,8,8,8,6,8,4,1
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,1,1,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
415,1,15,0,0,31,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5
416,0,16,1,1,25,3,15,20,30,20,5,10,1,6,7,6,8,7,4,5
416,0,16,1,1,25,3,15,20,30,20,5,10,1,7,5,7,8,7,5,5
416,0,16,1,1,25,3,15,20,30,20,5,10,1,6,7,8,7,6,6,5
416,0,16,0,1,25,3,15,20,30,20,5,10,0,3,5,7,4,8,2,5
416,0,16,1,1,25,3,15,20,30,20,5,10,1,5,4,7,7,7,4,5
416,0,16,0,0,25,3,15,20,30,20,5,10,0,5,6,6,5,6,4,5
416,0,16,1,1,25,3,15,20,30,20,5,10,1,5,7,8,7,8,6,5
416,0,16,1,1,25,3,15,20,30,20,5,10,1,7,7,6,8,7,5,5
417,0,16,1,1,29,5,20,20,20,10,10,20,1,6,7,7,6,8,6,7
417,0,16,0,0,29,5,20,20,20,10,10,20,0,6,8,7,4,8,5,6
417,0,16,0,0,29,5,20,20,20,10,10,20,1,4,9,9,7,9,7,6
417,0,16,0,0,29,5,20,20,20,10,10,20,0,3,6,8,3,8,3,5
417,0,16,0,0,29,5,20,20,20,10,10,20,0,3,3,4,3,8,2,3
417,0,16,0,0,29,5,20,20,20,10,10,20,0,4,9,7,4,8,4,5
417,0,16,0,0,29,5,20,20,20,10,10,20,1,7,8,8,5,8,7,8
417,0,16,0,0,29,5,20,20,20,10,10,20,0,8,7,7,5,8,3,5
418,0,16,0,1,25,5,15,25,20,15,10,15,0,7,8,8,7,8,6,5
418,0,16,0,0,25,5,15,25,20,15,10,15,0,6,8,7,6,5,6,5
418,0,16,0,1,25,5,15,25,20,15,10,15,0,7,8,7,5,5,5,7
418,0,16,0,1,25,5,15,25,20,15,10,15,0,5,7,7,5,6,6,6
418,0,16,0,0,25,5,15,25,20,15,10,15,0,4,6,6,7,5,4,4
418,0,16,0,0,25,5,15,25,20,15,10,15,0,4,7,6,4,5,4,5
418,0,16,0,1,25,5,15,25,20,15,10,15,0,6,8,9,7,9,6,6
418,0,16,0,1,25,5,15,25,20,15,10,15,0,8,7,7,7,8,6,5
419,0,16,1,1,28,5,5,30,20,10,5,30,1,4,7,6,6,5,8,8
419,0,16,0,0,28,5,5,30,20,10,5,30,0,6,6,6,5,8,3,2
419,0,16,0,0,28,5,5,30,20,10,5,30,0,2,7,7,3,6,2,8
419,0,16,0,0,28,5,5,30,20,10,5,30,0,3.5,5,7.5,2,8,5,8
419,0,16,0,0,28,5,5,30,20,10,5,30,0,1,3,7,1,9,2,1
419,0,16,0,0,28,5,5,30,20,10,5,30,1,8,8,8,5,5,5,8
419,0,16,0,0,28,5,5,30,20,10,5,30,1,5,7,8,6,9,7,8
419,0,16,0,0,28,5,5,30,20,10,5,30,1,4,7,6,3,9,3,8
420,0,16,1,1,22,5,10,10,40,10,15,15,1,10,10,10,9,10,10,8
420,0,16,0,1,22,5,10,10,40,10,15,15,0,5,9,8,6,6,2,6
420,0,16,1,1,22,5,10,10,40,10,15,15,1,8,9,9,8,9,7,7
420,0,16,0,1,22,5,10,10,40,10,15,15,0,4,8,7,6,8,5,7
420,0,16,0,1,22,5,10,10,40,10,15,15,0,6,7,9,9,10,8,6
420,0,16,0,0,22,5,10,10,40,10,15,15,0,7,7,7,6,6,7,3
420,0,16,0,1,22,5,10,10,40,10,15,15,0,6,7,8,8,9,5,4
420,0,16,0,1,22,5,10,10,40,10,15,15,0,7,6,7,5,7,3,8
421,0,16,0,0,25,7,20,10,30,20,10,10,1,6,9,8,8,9,1,6
421,0,16,1,1,25,7,20,10,30,20,10,10,1,7,8,9,6,9,NA,6
421,0,16,0,1,25,7,20,10,30,20,10,10,0,4,8,7,6,6,NA,5
421,0,16,0,1,25,7,20,10,30,20,10,10,0,2,7,8,5,9,NA,5
421,0,16,0,0,25,7,20,10,30,20,10,10,0,2,2,7,2,8,1,2
421,0,16,0,0,25,7,20,10,30,20,10,10,0,6,7,8,5,8,4,5
421,0,16,1,1,25,7,20,10,30,20,10,10,1,7,8,9,8,9,9,8
421,0,16,0,0,25,7,20,10,30,20,10,10,1,7,6,8,7,8,NA,6
422,1,16,1,1,26,8,30,25,20,10,10,5,1,9,9,9,8,9,8,9
422,1,16,1,1,26,8,30,25,20,10,10,5,1,8,9,8,8,8,9,9
422,1,16,0,0,26,8,30,25,20,10,10,5,1,8,9,9,8,8,7,8
422,1,16,1,1,26,8,30,25,20,10,10,5,1,8,9,9,7,9,7,8
422,1,16,1,1,26,8,30,25,20,10,10,5,1,9,9,9,9,8,9,8
422,1,16,0,1,26,8,30,25,20,10,10,5,0,9,8,8,7,NA,7,7
423,1,16,1,1,30,6,30,20,30,10,5,5,1,6,8,7,7,6,7,7
423,1,16,0,0,30,6,30,20,30,10,5,5,0,6,9,6,6,6,4,5
423,1,16,0,0,30,6,30,20,30,10,5,5,0,7,8,8,7,7,7,7
423,1,16,0,0,30,6,30,20,30,10,5,5,0,7,8,8,6,7,6,4
423,1,16,0,0,30,6,30,20,30,10,5,5,1,7,8,7,7,7,7,6
423,1,16,1,1,30,6,30,20,30,10,5,5,1,7,8,6,7,7,6,7
424,1,16,1,1,24,6,17,16,17,17,17,16,1,9,8,7,8,9,8,7
424,1,16,0,1,24,6,17,16,17,17,17,16,0,6,7,8,7,8,8,7
424,1,16,0,0,24,6,17,16,17,17,17,16,1,7,7,8,8,8,7,6
424,1,16,0,0,24,6,17,16,17,17,17,16,0,6,8,8,6,8,5,6
424,1,16,1,1,24,6,17,16,17,17,17,16,1,7,7,7,8,8,7,6
424,1,16,0,0,24,6,17,16,17,17,17,16,1,8,6,7,7,6,6,6
425,1,16,0,0,28,6,16,25,20,12,12,15,1,5,8,9,8,7,6,6
425,1,16,0,0,28,6,16,25,20,12,12,15,0,5,7,8,5,6,5,5
425,1,16,0,0,28,6,16,25,20,12,12,15,1,8,8,9,8,7,7,6
425,1,16,0,0,28,6,16,25,20,12,12,15,0,7,8,9,6,9,6,3
425,1,16,0,0,28,6,16,25,20,12,12,15,1,7,7,8,6,7,5,4
425,1,16,0,0,28,6,16,25,20,12,12,15,1,8,8,8,7,7,6,6
426,1,16,1,1,24,7,25,7,35,20,8,5,1,8,6,5,8,5,8,7
426,1,16,0,0,24,7,25,7,35,20,8,5,0,3,8,5,4,2,7,6
426,1,16,0,0,24,7,25,7,35,20,8,5,0,4,7,6,5,5,3,4
426,1,16,0,0,24,7,25,7,35,20,8,5,0,6,7,6,6,4,8,4
426,1,16,0,0,24,7,25,7,35,20,8,5,1,9,8,8,9,6,5,9
426,1,16,0,0,24,7,25,7,35,20,8,5,0,4,4,4,2,2,1,2
427,1,16,0,0,28,6,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,5,7,8,6,8,5,6
427,1,16,0,0,28,6,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,4,8,8,5,7,4,5
427,1,16,0,0,28,6,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,6,8,9,7,8,6,7
427,1,16,0,1,28,6,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,6,10,9,8,8,9,8
427,1,16,0,0,28,6,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,6,6,9,7,9,7,7
427,1,16,0,0,28,6,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,5,6,8,5,8,4,4
428,1,16,1,1,27,8,60,10,10,10,10,0,1,8,7,8,7,7,NA,5
428,1,16,0,1,27,8,60,10,10,10,10,0,0,5,7,7,6,7,NA,7
428,1,16,0,0,27,8,60,10,10,10,10,0,1,7,7,7,6,NA,NA,6
428,1,16,0,1,27,8,60,10,10,10,10,0,0,4,8,8,5,7,6,5
428,1,16,0,0,27,8,60,10,10,10,10,0,1,8,7,6,7,5,7,5
428,1,16,1,1,27,8,60,10,10,10,10,0,1,8,6,6,7,6,8,5
429,1,16,1,1,27,7,55,10,15,15,5,0,1,8,8,8,9,9,6,6
429,1,16,0,0,27,7,55,10,15,15,5,0,0,5,9,9,7,7,4,6
429,1,16,0,0,27,7,55,10,15,15,5,0,1,7,9,9,9,8,6,6
