"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode"
"20141007T000000",327000,3,3,1370,1001,3,0,3,8,1370,0,2009,0,98133
"20141209T000000",859950,6,4,3180,6551,2,0,3,9,3180,0,2014,0,98074
"20150113T000000",560000,4,3,2720,7570,2,0,3,9,2720,0,2008,0,98133
"20140907T000000",379900,3,2.5,1800,2792,2,0,3,8,1800,0,2011,0,98126
"20150501T000000",625000,3,2.5,3220,6409,2,0,3,9,3220,0,2008,0,98059
"20150423T000000",398096,3,2.5,2370,5321,2,0,3,8,2370,0,2014,0,98038
"20141120T000000",315000,3,2.5,1410,1325,2,0,3,7,1180,230,2007,0,98106
"20141212T000000",939000,4,3.5,3640,6049,2,0,3,9,3640,0,2014,0,98052
"20140725T000000",674000,3,2.5,1920,3624,2,0,3,9,1920,0,2003,0,98052
"20140814T000000",306000,4,2.5,2267,3577,2,0,3,7,2267,0,2014,0,98092
"20140709T000000",2321000,5,4.75,5780,17004,2,0,3,11,4260,1520,2006,0,98040
"20150202T000000",394950,2,1,1131,1304,3,0,3,7,1131,0,2011,0,98115
"20140918T000000",914154,3,3.5,2940,6431,2,0,3,10,2940,0,2014,0,98075
"20141117T000000",496000,3,2.5,2180,4533,2,0,3,7,2180,0,2010,0,98011
"20150417T000000",430100,3,2.25,1400,1078,2,0,3,8,940,460,2009,0,98144
"20140708T000000",449990,4,2.5,2680,5539,2,0,3,8,2680,0,2013,0,98045
"20150330T000000",502000,4,2.5,2680,5539,2,0,3,8,2680,0,2013,0,98045
"20150311T000000",310000,3,2.5,1300,3612,2,0,3,7,1300,0,2005,0,98118
"20150323T000000",349950,4,3.5,2796,3520,2.5,0,3,8,2796,0,2013,0,98001
"20140919T000000",625000,2,1.75,1460,1500,2,0,3,8,1000,460,2008,0,98103
"20140827T000000",1054710,4,3.5,4210,6481,2,0,3,9,3260,950,2014,0,98075
"20140707T000000",680000,4,2.75,2330,3920,2,0,3,9,2330,0,2005,0,98029
"20140515T000000",828950,4,3.5,3930,5680,2,0,3,9,2820,1110,2013,0,98027
"20150403T000000",274950,3,2.5,1608,4000,2,0,3,8,1608,0,2014,0,98092
"20150312T000000",293000,2,2.25,1610,1968,2,0,4,7,1610,0,1979,0,98056
"20140613T000000",795000,4,3.5,3200,3250,2,0,3,9,2670,530,2007,0,98029
"20140922T000000",282900,4,2.5,1710,3500,2,0,3,7,1710,0,2014,0,98002
"20150416T000000",909950,5,3.75,3050,8972,2,0,3,9,3050,0,2014,0,98033
"20141104T000000",922755,4,3.5,3560,4951,2,0,3,9,3560,0,2014,0,98074
"20150416T000000",424000,4,2.5,2650,8685,2,0,3,9,2650,0,2006,0,98001
"20150423T000000",630000,3,2.5,3490,12410,2,0,3,8,2590,900,2009,0,98059
"20141222T000000",810000,4,3.25,4140,46173,2,0,3,9,4140,0,2007,0,98011
"20140730T000000",256703,3,2,1670,4441,1,0,3,7,1670,0,2014,0,98022
"20140515T000000",386380,3,2.5,1720,3600,2,0,3,7,1720,0,2010,0,98053
"20140916T000000",485000,2,2,1510,3961,1,0,3,8,1510,0,2010,0,98053
"20150211T000000",275000,3,2.25,1450,4040,2,0,3,7,1450,0,2010,0,98038
"20150302T000000",370000,4,2.5,1812,5026,2,0,3,8,1812,0,2011,0,98055
"20140610T000000",499950,2,2.25,1060,1208,2,0,3,8,940,120,2005,0,98102
"20150424T000000",502000,3,2.5,1600,3073,3,0,3,8,1600,0,2009,0,98144
"20140620T000000",654000,3,3.25,1530,1565,2,0,3,8,1280,250,2005,0,98122
"20140714T000000",575000,4,2.25,2070,1230,3,0,3,9,1500,570,2013,0,98116
"20150415T000000",5e+05,4,2.5,3630,7482,2,0,3,10,3630,0,2008,0,98188
"20150114T000000",554000,3,2.5,2140,4126,2,0,3,8,1960,180,2005,0,98027
"20150508T000000",360000,4,1.75,2010,12188,1,0,4,7,1150,860,1960,0,98059
"20150429T000000",619990,4,2.75,2630,4501,2,0,3,8,2630,0,2015,0,98028
"20150312T000000",317500,4,2.5,2233,6025,2,0,3,7,2233,0,2012,0,98001
"20140828T000000",564950,4,2.75,2990,4521,2,0,3,7,2990,0,2014,0,98028
"20140611T000000",545000,2,1.25,1240,2150,2,0,3,8,1240,0,2014,0,98117
"20150501T000000",333700,3,2.5,2230,5050,2,0,3,7,2230,0,2006,0,98042
"20140711T000000",1480000,3,3.25,3700,2264,2,0,3,11,2280,1420,1998,0,98033
"20150408T000000",530000,4,3,2290,5105,2,0,3,8,2290,0,2012,0,98028
"20150413T000000",396000,2,1.5,950,865,3,0,3,8,950,0,2006,0,98107
"20141016T000000",305000,2,1.75,1120,758,2,0,3,7,1120,0,2012,0,98027
"20140522T000000",380000,5,3.5,2420,4670,2,0,3,7,2420,0,2013,0,98118
"20150303T000000",305000,4,2.5,1714,3250,2,0,3,8,1714,0,2010,0,98055
"20140928T000000",440000,4,2.5,2230,5650,2,0,3,7,2230,0,2011,0,98056
"20140627T000000",459000,4,3,2530,10000,2,0,3,7,2530,0,2013,0,98148
"20150306T000000",530000,3,3.5,1550,1233,2,0,3,8,1160,390,2005,0,98122
"20150416T000000",6e+05,4,2.75,3110,11225,2,0,3,8,3110,0,2012,0,98059
"20140718T000000",515000,3,3,2100,2409,2,0,3,8,1660,440,2008,0,98144
"20150408T000000",275000,4,2.5,2150,3721,2,0,3,8,2150,0,2007,0,98002
"20150112T000000",540000,3,1.75,1630,1404,2,0,3,8,1020,610,2014,0,98107
"20140805T000000",445000,3,2.5,2230,7934,2,0,3,7,2230,0,2005,0,98065
"20150407T000000",285000,3,2.5,1320,955,3,0,3,7,1320,0,2009,0,98106
"20140731T000000",480000,3,2.5,1590,1431,2,0,3,8,1060,530,2010,0,98144
"20150120T000000",440000,5,3.25,2610,3642,2,0,3,8,2080,530,2005,0,98118
"20150211T000000",287450,3,2.5,1440,2500,2,0,3,7,1440,0,2008,0,98146
"20150401T000000",507950,4,2.5,2630,6283,2,0,3,9,2630,0,2006,0,98059
"20140619T000000",750000,3,3.5,3390,10078,2,0,3,10,3040,350,2012,0,98056
"20140703T000000",425000,3,1.5,1400,1022,3,0,3,8,1400,0,2007,0,98115
"20141202T000000",420000,3,3.5,1900,2133,2,0,3,8,1520,380,2009,0,98126
"20140510T000000",394950,3,2.5,1350,1250,3,0,3,8,1270,80,2006,0,98136
"20140711T000000",635000,4,3.25,3420,6752,2,0,3,9,3030,390,2012,0,98065
"20150506T000000",513000,3,2.5,2150,161607,2,0,3,7,1330,820,1995,0,98038
"20150505T000000",380000,4,2.5,2110,5306,2,0,3,8,2110,0,2012,0,98038
"20140521T000000",1130000,4,3.25,3810,8519,1,0,3,10,2680,1130,2007,0,98033
"20140608T000000",540000,5,3,2870,4369,2,0,3,8,2090,780,2007,0,98011
"20150427T000000",352499,2,2.25,1240,705,2,0,3,7,1150,90,2009,0,98027
"20150505T000000",603000,4,3.5,3610,6345,2,0,3,9,2370,1240,2008,0,98058
"20140530T000000",685000,4,2.5,2310,5100,2,0,3,9,2310,0,2013,0,98177
"20140626T000000",330675,4,3,1930,3031,1,0,3,7,1200,730,2006,0,98019
"20140605T000000",275000,3,3,1390,1080,2,0,3,7,1140,250,2006,0,98118
"20140716T000000",259950,3,2.5,1578,7340,2,0,3,7,1578,0,2010,0,98030
"20140729T000000",441000,3,2,1720,15000,1,0,3,9,1720,0,2011,0,98014
"20141203T000000",1135000,5,3.75,4700,11237,2,0,3,10,2930,1770,2006,0,98033
"20141205T000000",590000,3,3.5,1970,5079,2,0,3,8,1680,290,2007,0,98144
"20140918T000000",497000,3,2.25,1460,1353,2,0,3,8,1050,410,2012,0,98116
"20141121T000000",345500,3,2.5,1930,4000,2,0,3,8,1930,0,2014,0,98001
"20140623T000000",562500,3,2.25,1300,907,2,0,3,8,1000,300,2006,0,98102
"20140904T000000",355000,3,2.25,1445,1087,2,0,3,7,1300,145,2005,0,98027
"20140905T000000",345000,2,2.25,860,696,2,0,3,9,860,0,2009,0,98118
"20140505T000000",478000,3,2.5,3040,4535,2,0,3,9,3040,0,2007,0,98056
"20150402T000000",391500,3,2.5,2424,6143,2,0,3,9,2424,0,2014,0,98030
"20150412T000000",265000,2,1.5,1084,3427,2,0,3,7,1084,0,1976,0,98125
"20141030T000000",395000,3,2.5,2510,5320,2,0,3,8,2510,0,2005,0,98106
"20140727T000000",286308,2,1.5,1220,1036,3,0,3,7,1220,0,2006,0,98133
"20140527T000000",370000,2,2.25,1280,835,2,0,3,7,1080,200,2009,0,98118
"20140923T000000",1079000,5,3.5,3740,5610,2,0,3,9,2860,880,2014,0,98117
"20141015T000000",298900,3,2.5,1852,4000,2,0,3,7,1852,0,2014,0,98002
"20150421T000000",775000,4,2.5,2580,5787,2,0,3,9,2580,0,2007,0,98029
"20140624T000000",790000,4,3.5,3190,31450,2,0,3,9,3190,0,2010,0,98027
"20140827T000000",1050000,3,2.5,3400,5119,2,0,3,8,2300,1100,2014,0,98115
"20140708T000000",249000,2,1.5,1090,2686,2,0,3,7,1090,0,1982,0,98034
"20140929T000000",348000,3,2,2360,6145,1,0,3,8,2360,0,2011,0,98030
"20141114T000000",358000,5,2.5,2460,5604,2,0,3,8,2460,0,2011,0,98038
"20140625T000000",260000,5,2.5,2025,7760,2,0,3,7,2025,0,2007,0,98001
"20140604T000000",765000,4,3,4410,5104,2,0,3,9,3400,1010,2006,0,98065
"20140528T000000",739000,3,2.5,2810,5400,2,0,3,9,2810,0,2005,0,98052
"20140505T000000",890000,5,3.5,4490,6000,2,0,3,10,3200,1290,2006,0,98027
"20140607T000000",462000,4,2.5,3070,6432,2,0,3,9,3070,0,2006,0,98055
"20140708T000000",380000,4,2.5,1984,32400,1,0,3,8,1564,420,1962,0,98198
"20150511T000000",770000,5,3.5,4750,8234,2,0,3,10,3350,1400,2013,0,98198
"20140818T000000",641000,4,3.25,2760,4104,2,0,3,8,1900,860,2014,0,98056
"20150417T000000",2300000,4,4,4360,8175,2.5,1,3,10,3940,420,2007,0,98008
"20150504T000000",369000,4,2.5,3060,27251,1.5,0,3,8,3060,0,2008,0,98022
"20140916T000000",1112000,4,3,2770,2650,2,0,3,9,2180,590,2014,0,98109
"20140828T000000",357000,5,2.5,2990,9240,2,0,3,8,2990,0,2015,0,98133
"20141126T000000",650000,3,2.75,1540,1251,2,0,3,8,1230,310,2002,0,98102
"20140625T000000",563500,3,2.5,1400,1312,3.5,0,3,8,1400,0,2007,0,98103
"20140617T000000",345000,3,2.5,1680,2229,2,0,3,7,1680,0,2007,0,98155
"20140725T000000",479950,3,2,2260,7163,1,0,3,9,2260,0,2012,0,98058
"20140513T000000",660000,4,3.5,3400,5196,2,0,3,9,3400,0,2012,0,98065
"20140729T000000",8e+05,4,2.5,2930,5000,2,0,3,9,2760,170,2007,0,98006
"20140724T000000",253101,3,2,1239,6036,1,0,3,7,1239,0,2009,0,98030
"20140929T000000",555000,3,3.5,2100,2479,2,0,3,9,1450,650,2011,0,98118
"20140626T000000",240000,4,1,1200,2171,1.5,0,3,7,1200,0,1933,0,98133
"20150504T000000",380000,4,1,1200,2171,1.5,0,3,7,1200,0,1933,0,98133
"20141117T000000",239000,2,1.5,680,772,2,0,3,7,680,0,2005,0,98103
"20150318T000000",760000,4,3.25,2690,3995,2,0,3,9,2060,630,2014,0,98136
"20140826T000000",430000,4,2.5,2750,7200,2,0,3,8,2750,0,2011,0,98019
"20140522T000000",660000,3,2.5,2450,4332,2,0,3,8,2450,0,2010,0,98053
"20140820T000000",399963,4,2.5,2620,4050,2,0,3,8,2620,0,2014,0,98146
"20140718T000000",411000,2,2,1130,1148,2,0,3,9,800,330,2007,0,98122
"20140627T000000",483453,4,2.75,2790,5527,2,0,3,8,2790,0,2014,0,98045
"20141110T000000",469950,3,2,1820,1357,3,0,3,9,1820,0,2014,0,98126
"20140715T000000",504058,4,2.75,2910,7467,2,0,3,8,2910,0,2013,0,98045
"20150428T000000",425996,4,2.5,2568,5000,2,0,3,9,2568,0,2014,0,98092
"20140708T000000",760005,4,2.75,3090,5859,2,0,3,9,3090,0,2010,0,98074
"20150420T000000",699999,2,2,1460,1085,2,0,3,8,950,510,2014,0,98112
"20140716T000000",749950,3,2.5,2010,2263,2,0,3,8,1340,670,2014,0,98122
"20140708T000000",674600,4,2.5,2610,5140,2,0,3,8,2610,0,2006,0,98103
"20150224T000000",450000,2,1.5,960,1000,2,0,3,8,920,40,2008,0,98103
"20150407T000000",272000,3,2.5,1528,7616,2,0,3,7,1528,0,2011,0,98030
"20140714T000000",450000,2,1.5,1310,1264,2,0,3,8,1120,190,2006,0,98106
"20150505T000000",643950,3,2.25,1760,2122,3,0,3,9,1760,0,2015,0,98116
"20141110T000000",290000,3,2.5,1420,3542,2,0,3,8,1310,110,2007,0,98133
"20141008T000000",378000,3,2.5,1650,2082,3,0,3,8,1650,0,2007,0,98133
"20140619T000000",728050,3,2.5,2320,6775,1,0,3,8,2320,0,2008,0,98053
"20150426T000000",499160,4,2.5,2628,11466,2,0,3,9,2628,0,2014,0,98001
"20141201T000000",536000,4,2.5,2520,4831,2,0,3,8,2520,0,2009,0,98072
"20150205T000000",419900,5,3.5,2880,5000,2,0,3,8,2260,620,2012,0,98038
"20141210T000000",469000,3,2.25,1440,1362,3,0,3,7,1440,0,2014,0,98117
"20150408T000000",374000,3,2.5,2185,6042,2,0,3,9,2185,0,2009,0,98030
"20140728T000000",182568,4,1.5,1500,2106,2,0,3,7,1500,0,2014,0,98108
"20140626T000000",334888,3,2.5,1769,7324,2,0,3,9,1769,0,2012,0,98092
"20140917T000000",799900,4,4,3650,18223,2,0,3,9,3330,320,2013,0,98006
"20140512T000000",383000,4,2.5,2160,6223,2,0,3,8,2160,0,2010,0,98038
"20141218T000000",580000,3,2.5,1820,374616,2,0,3,7,1820,0,1999,0,98014
"20140707T000000",351999,3,2.5,2370,4200,2,0,3,8,2370,0,2014,0,98038
"20150223T000000",1325000,3,3,3180,2758,2,0,3,11,2240,940,2008,0,98109
"20150125T000000",312000,3,2.5,1780,4077,2,0,3,8,1780,0,2011,0,98038
"20140912T000000",674950,4,3.5,2650,3127,2,0,3,8,2230,420,2011,0,98027
"20141229T000000",1105000,5,2.75,3300,7560,2,0,3,10,3300,0,2007,0,98052
"20150313T000000",415000,2,2.5,1160,1219,3,0,3,8,1160,0,2007,0,98107
"20140710T000000",1250000,3,3,3460,5353,2,0,3,10,2850,610,2007,0,98116
"20140919T000000",208800,3,2.5,1390,2450,2,0,3,7,1390,0,2009,0,98118
"20141029T000000",452000,2,2.5,1260,1131,3,0,3,8,1260,0,2006,0,98107
"20150422T000000",837000,5,2.75,2940,5225,2,0,3,8,2760,180,2010,0,98052
"20150224T000000",780000,5,3.5,3190,4247,2,0,3,8,2430,760,2013,0,98052
"20141002T000000",1485000,4,3.5,3930,6120,2,0,3,10,3310,620,2007,0,98105
"20140926T000000",1600000,5,3.75,3570,10125,2,0,3,10,3570,0,2014,0,98040
"20140918T000000",369946,3,2.5,2420,4725,2,0,3,8,2420,0,2014,0,98038
"20140608T000000",530000,3,2.75,3400,7200,2,0,3,9,2470,930,2009,0,98056
"20150320T000000",386000,4,2.5,2478,6079,2,0,3,8,2478,0,2012,0,98030
"20150218T000000",1900000,4,2.5,3070,7830,2,0,3,11,1970,1100,2009,0,98144
"20140911T000000",735000,4,3.5,3200,7605,2,0,3,9,2500,700,2013,0,98198
"20141002T000000",1750000,5,3.25,5790,12739,2,0,3,10,4430,1360,2014,0,98006
"20150223T000000",489950,3,2.25,1590,926,3,0,3,8,1590,0,2014,0,98136
"20150413T000000",357500,3,3,1730,1442,2,0,3,8,1440,290,2008,0,98106
"20140520T000000",329995,4,2.5,2303,3680,2,0,3,8,2303,0,2013,0,98001
"20140925T000000",414000,3,2.5,1790,3754,2,0,3,8,1790,0,2013,0,98065
"20141210T000000",533500,3,3.5,2490,3517,2,0,3,8,1720,770,2005,0,98027
"20150305T000000",402395,4,2.5,2669,5385,2,0,3,9,2669,0,2014,0,98092
"20150410T000000",725000,4,3.25,2610,2552,2,0,3,10,2160,450,2008,0,98027
"20140828T000000",1275000,6,5.25,6160,27490,2,0,3,11,4040,2120,2007,0,98074
"20140917T000000",239800,2,1.75,1290,1493,2,0,3,8,1290,0,2014,0,98106
"20140904T000000",616950,5,3.5,3560,5008,2,0,3,8,2810,750,2013,0,98106
"20141001T000000",1258000,4,3.25,4360,6000,2,0,3,11,3400,960,2007,0,98027
"20140617T000000",435000,3,2.25,1230,1238,2,0,3,8,1080,150,2009,0,98199
"20140815T000000",925000,4,3.25,3640,60086,2,0,3,10,3640,0,2005,0,98074
"20150428T000000",631500,2,2.5,1780,2493,3,0,3,8,1780,0,1981,0,98107
"20150330T000000",399995,3,1.5,1140,1069,3,0,3,8,1140,0,2005,0,98103
"20140506T000000",369950,3,2,1270,1320,3,0,3,8,1270,0,2006,0,98103
"20150423T000000",475000,5,3.5,2780,3583,2,0,3,8,2180,600,2005,0,98059
"20141125T000000",353000,4,2.5,1912,5000,2,0,3,8,1912,0,2012,0,98001
"20150225T000000",329950,4,2.5,2300,9690,2,0,3,8,2300,0,2006,0,98023
"20150313T000000",367000,3,2.5,2828,4050,2,0,3,8,2828,0,2013,0,98030
"20140905T000000",447500,4,2.5,2425,9017,2,0,3,9,2425,0,2013,0,98001
"20140709T000000",595000,4,3.25,3730,4560,2,0,3,9,2760,970,2015,0,98103
"20140904T000000",325000,1,1,730,1942,1,0,3,7,730,0,2009,0,98144
"20150203T000000",690000,2,2.5,1990,1756,3,0,3,9,1780,210,2005,0,98102
"20141111T000000",329950,3,2.5,1300,812,2,0,3,8,880,420,2008,0,98144
"20150128T000000",399500,4,2.5,2560,7492,2,0,3,8,2560,0,2014,0,98188
"20150121T000000",555000,5,2.5,2450,5047,2,0,3,8,2450,0,2007,0,98011
"20141001T000000",427000,2,1.5,1440,725,2,0,3,8,1100,340,2011,0,98126
"20141020T000000",375000,3,2.25,1140,1557,3,0,3,8,1140,0,2007,0,98103
"20140508T000000",499000,2,1.5,1110,957,2,0,3,8,930,180,2005,0,98119
"20140718T000000",750000,3,2.5,2620,43832,2,0,3,8,2620,0,2013,0,98053
"20141229T000000",336900,3,2.5,1690,1200,2,0,3,8,1410,280,2014,0,98106
"20140919T000000",555000,2,2.75,1950,1610,3,0,3,8,1950,0,2009,0,98144
"20141106T000000",1275000,4,3.5,3530,8126,2,0,3,10,3530,0,2007,0,98033
"20141014T000000",999950,4,3.5,3310,4684,2,0,3,9,2290,1020,2014,0,98116
"20140625T000000",975000,5,3,2620,5477,2,0,3,10,2620,0,2009,0,98115
"20150219T000000",299000,3,2.25,1350,3582,2,0,3,8,1350,0,2010,0,98031
"20150417T000000",479000,2,2.5,1741,1439,2,0,3,8,1446,295,2007,0,98034
"20150417T000000",428000,3,2.5,1650,2201,3,0,3,8,1650,0,2007,0,98133
"20140829T000000",409000,3,2.5,1890,6500,2,0,3,7,1890,0,2012,0,98074
"20150326T000000",798500,3,3,1950,1833,3,0,3,9,1610,340,2009,0,98004
"20141212T000000",689000,4,3.5,4490,5805,2,0,3,9,3390,1100,2006,0,98065
"20140508T000000",375000,6,2.25,3206,5793,2,0,3,7,3206,0,2012,0,98032
"20140717T000000",775000,4,3.5,4130,77832,2,0,3,10,4130,0,2011,0,98042
"20141014T000000",639983,5,3,2800,5700,2,0,3,8,2800,0,2014,0,98059
"20150326T000000",3e+05,4,3,1984,4419,2,0,3,7,1984,0,2010,0,98002
"20141222T000000",627000,4,2.5,2750,11830,2,0,3,9,2750,0,2014,0,98059
"20150415T000000",275000,3,2.75,1740,5757,1,0,3,7,1740,0,2010,0,98022
"20140926T000000",352800,4,2.25,1800,2752,2,0,3,8,1800,0,2014,0,98106
"20150312T000000",565000,3,2.25,1540,1005,3,0,3,8,1540,0,2008,0,98103
"20150414T000000",765000,4,2.25,2030,2222,2,0,3,9,1610,420,2015,0,98117
"20150409T000000",644000,4,2.5,3310,4839,2,0,3,9,3310,0,2007,0,98072
"20150223T000000",461000,3,1.5,1270,1416,3,0,3,8,1270,0,2007,0,98115
"20141223T000000",270500,5,2.5,2406,7093,2,0,3,8,2406,0,2006,0,98001
"20140701T000000",640000,2,2.25,1540,965,3,0,3,9,1540,0,2007,0,98122
"20140805T000000",457000,4,2.5,2820,6983,2,0,3,9,2820,0,2013,0,98001
"20141201T000000",355000,5,2.5,2540,5100,2,0,3,7,2540,0,2014,0,98168
"20141215T000000",356000,2,2.25,1230,989,3,0,3,8,1230,0,2007,0,98103
"20140805T000000",425000,4,2.5,1900,2766,2,0,3,8,1900,0,2014,0,98106
"20140923T000000",562500,5,2.75,2920,6327,2,0,3,8,2920,0,2007,0,98059
"20140701T000000",460000,3,2.5,1450,1053,2,0,3,8,940,510,2008,0,98107
"20150406T000000",790000,4,3,5370,69848,2,0,3,10,3500,1870,2005,0,98042
"20150318T000000",401000,3,2,1270,1333,3,0,3,8,1270,0,2006,0,98103
"20140828T000000",1095000,3,2.5,2550,5100,2,0,3,9,2550,0,2014,0,98115
"20150403T000000",850000,4,3,3070,7150,2,0,3,9,3070,0,2007,0,98052
"20140702T000000",274500,3,2.25,1450,4050,2,0,3,7,1450,0,2010,0,98038
"20150415T000000",1940000,5,3.5,4230,16526,2,0,3,10,4230,0,2008,0,98004
"20140804T000000",808000,4,2.5,3480,6262,2,0,3,9,3480,0,2003,0,98053
"20140515T000000",312000,3,2.25,1490,974,2,0,3,7,1220,270,2009,0,98106
"20140616T000000",320000,3,2.25,1200,1400,3,0,3,8,1200,0,2005,0,98133
"20150113T000000",410000,3,2.5,2150,4332,2,0,3,8,2150,0,2013,0,98019
"20140620T000000",725000,3,3.5,3690,8837,2,0,3,10,3690,0,2001,0,98065
"20141015T000000",335000,4,2.5,1900,3301,2,0,3,7,1900,0,2007,0,98178
"20150120T000000",519990,4,3.25,1690,1321,2,0,3,8,1320,370,2014,0,98052
"20140610T000000",533112,4,2.75,2790,8853,2,0,3,8,2790,0,2013,0,98045
"20141028T000000",274900,3,2,1936,6612,2,0,3,7,1936,0,2014,0,98001
"20141222T000000",325000,2,2.25,1150,711,2,0,3,7,1150,0,2013,0,98027
"20140529T000000",350000,4,2.5,2040,22653,2,0,3,7,2040,0,2011,0,98168
"20140923T000000",550000,4,2.5,2470,7539,2,0,3,9,2470,0,2006,0,98028
"20150309T000000",311850,4,2.5,1890,4158,2,0,3,8,1890,0,2014,0,98042
"20150210T000000",526000,3,2.5,1626,1583,2.5,0,3,8,1419,207,2007,0,98122
"20141001T000000",375000,4,2.5,2250,5306,2,0,3,8,2250,0,2012,0,98038
"20150223T000000",299999,3,2.25,1350,1234,2,0,3,7,1160,190,2007,0,98106
"20140919T000000",436000,3,2.5,1460,1238,2,0,3,8,1200,260,2008,0,98107
"20141212T000000",303000,3,2.5,2056,3564,2,0,3,7,2056,0,2014,0,98092
"20140701T000000",525000,2,2.5,1160,1458,2,0,3,8,1040,120,2012,0,98119
"20140613T000000",575000,3,3,1384,1287,2,0,3,8,1144,240,2006,0,98102
"20141024T000000",420000,2,1.5,1100,1107,3,0,3,8,1100,0,2008,0,98103
"20140611T000000",329950,3,2.5,2456,7566,2,0,3,8,2456,0,2012,0,98023
"20141021T000000",1830000,4,4.25,4500,215186,2,0,3,11,2630,1870,2009,0,98029
"20150408T000000",1175000,4,3.25,3780,10099,1,0,3,11,2240,1540,2006,0,98006
"20140911T000000",499950,2,2.5,1320,1157,2,0,3,8,990,330,2014,0,98107
"20140527T000000",1149000,4,3,5940,11533,2,0,3,11,4950,990,2004,0,98065
"20150218T000000",4e+05,3,2,1650,5027,1.5,0,3,7,1650,0,2009,0,98065
"20140627T000000",246950,3,3,1670,4440,1,0,3,7,1670,0,2014,0,98022
"20140806T000000",630000,3,3.25,1610,1275,2,0,3,8,1220,390,2005,0,98102
"20140912T000000",561000,5,2.75,3370,10315,2,0,3,9,3370,0,2006,0,98059
"20141208T000000",287000,4,2.5,2660,4082,2,0,3,7,2660,0,2010,0,98042
"20150331T000000",6e+05,3,3.25,1690,1473,2,0,3,8,1380,310,2008,0,98109
"20140828T000000",490000,3,2.25,1620,1062,3,0,3,8,1620,0,2014,0,98122
"20150330T000000",330000,3,1.75,1300,958,2,0,3,7,840,460,2011,0,98108
"20141201T000000",286950,4,2.5,1610,4052,2,0,3,7,1610,0,2013,0,98042
"20150423T000000",1550000,3,3.25,3530,4920,2,0,3,9,2660,870,2015,0,98109
"20150212T000000",880000,4,2.5,3550,8618,2,0,3,10,3550,0,2007,0,98052
"20141013T000000",577450,3,3,1730,1755,3,0,3,8,1730,0,2014,0,98117
"20150430T000000",405000,5,2.75,2400,4900,2,0,3,8,2400,0,2011,0,98038
"20140707T000000",510000,3,2.5,1420,1237,3,0,3,8,1420,0,2014,0,98107
"20140812T000000",465000,2,1.5,1220,1120,2.5,0,3,8,1110,110,2008,0,98199
"20140707T000000",1300000,4,2.25,2360,4000,2,0,3,9,2360,0,2013,0,98112
"20150408T000000",609000,4,3.5,3990,11270,2,0,3,9,2930,1060,2007,0,98055
"20140911T000000",336000,3,2.5,1260,1211,3,0,3,8,1260,0,2004,0,98103
"20150108T000000",375000,3,2.5,1580,2407,2,0,3,8,1580,0,2013,0,98126
"20141204T000000",294500,3,2.5,1760,2688,2,0,3,7,1760,0,2005,0,98059
"20141125T000000",925000,5,3.5,3420,4216,2,0,3,9,2520,900,2008,0,98115
"20141215T000000",730000,5,2.75,2870,6593,2,0,3,9,2870,0,2006,0,98052
"20140919T000000",280000,4,2.5,1934,5677,2,0,3,8,1934,0,2013,0,98001
"20140815T000000",5e+05,3,1.5,1220,962,3,0,3,8,1220,0,2014,0,98107
"20150324T000000",605000,3,2.75,2450,5750,2,0,3,9,2450,0,2013,0,98065
"20140516T000000",379950,3,3.25,1860,1787,3,0,3,8,1860,0,2007,0,98155
"20150323T000000",605000,3,2.5,1500,1119,3,0,3,7,1110,390,2008,0,98109
"20150501T000000",720000,2,1.75,1570,1108,3,0,3,9,1570,0,2007,0,98004
"20141103T000000",549900,3,2,1280,960,2,0,3,9,1040,240,2014,0,98122
"20150121T000000",427000,3,2.5,3192,5653,2,0,3,8,3192,0,2014,0,98023
"20141028T000000",492000,3,2.5,1690,1479,3,0,3,8,1420,270,2005,0,98122
"20140505T000000",419190,2,2.5,1590,1426,2,0,3,8,1590,0,2014,0,98029
"20141112T000000",650000,3,2.5,2870,7288,2,0,3,9,2870,0,2012,0,98011
"20141124T000000",379950,4,2.5,2580,4818,2,0,3,8,2580,0,2005,0,98038
"20140728T000000",269800,4,2.75,1830,3420,2,0,3,8,1830,0,2012,0,98198
"20140813T000000",407000,4,2.5,2927,6000,2,0,3,7,2927,0,2011,0,98042
"20150415T000000",580000,3,1.5,1320,1250,3,0,3,8,1320,0,2008,0,98103
"20150116T000000",389700,3,2.5,1720,3581,2,0,3,7,1720,0,2011,0,98053
"20150311T000000",110000,2,1,828,4524,1,0,3,6,828,0,1968,2007,98001
"20140731T000000",230000,3,1.5,1040,1264,2,0,3,9,900,140,2015,0,98144
"20140829T000000",533380,4,2.75,2790,6685,2,0,3,8,2790,0,2014,0,98045
"20140918T000000",295500,3,2.5,1410,1332,2,0,3,7,960,450,2014,0,98108
"20141007T000000",860000,4,4.5,4040,8400,2,0,3,9,3220,820,2006,0,98052
"20140708T000000",812000,4,3.5,3370,3634,2,0,3,9,2750,620,2007,0,98029
"20140605T000000",324500,3,2.5,1660,3990,2,0,3,7,1660,0,2009,0,98118
"20150326T000000",193000,2,1.75,910,2550,1,0,3,6,910,0,2004,0,98038
"20140522T000000",355000,3,2.25,1280,959,3,0,3,8,1280,0,2005,0,98103
